Key,Value,T
305298763,The Lion and Scorpion Lodge,狮子和蝎子小屋
306347343,The White Muskrat Lodge,白色的马斯克拉特小屋
307395926,Woodford Grange,伍德福德农庄
308444516,Burgtale,汉堡
309493098,The Yeomston Graveyard,Yeomston墓地
310541707,The Pit of Jubiamorgon,Jubiamorgon的坑
311590307,Longtale,朗特尔
312638885,Longbury,朗伯里
313687467,Old Belladyn's Hovel,老贝拉丁的霍夫尔
314736051,The Old Wicking Hovel,旧的小霍夫尔
315784636,Ruins of Coppersmith Grange,铜匠格兰奇的废墟
316833219,Shrine of Mai,麦神社
317881806,The Knave and Goat Tavern,刀和山羊小酒馆
318930388,Ipstale,ipstale
319978968,The Flying Jug Pub,飞罐酒吧
321028348,Wailing Prophet of Kynareth,Kynareth的哀号先知
322076946,Kingsly Manor,金斯利庄园
323125528,The Dead Helm Tavern,死去的头盔小酒馆
324174109,Tamwych,坦威奇
325222690,Burning Rebirth of Kynareth,燃烧的凯纳雷斯的重生
326271281,Bleeding Oracle of Kynareth,kynareth的流血甲骨文
327319861,Blackmore,布莱克莫尔
328368454,The Yeomwing Cabin,yeomwing舱
329417038,Blessed Martyr of Kynareth,凯纳雷斯的祝福烈士
330465622,Charville,夏维尔
331514201,The Hearthcroft Plantation,遗传性种植园
332562780,Burning Ascencion of Kynareth,Kynareth的燃烧上升
333611376,Wickford Manor,威克福德庄园
334659958,Jode Shrine,乔德神社
335708538,Vermdon,Vermdon
336757116,Woodston Manor,伍德斯顿庄园
337805699,The Pig and Barbarian Hostel,猪和野蛮的旅馆
338854281,Gallofort,加洛特
339902863,Old Elyna's Hovel,老Elyna的小屋
340951441,Gallotale,加洛图
342000021,The Dancing Gnome Lodge,跳舞的侏儒小屋
343048599,The Crimson Muskrat Inn,深红色的Muskrat Inn
344097191,Gothwick,哥特威克
345145773,Woodfield's Guard,伍德菲尔德的后卫
346194356,The Saheusah Cave,萨赫乌萨洞
347242942,The Tombs of Copperhouse,铜墓
348292327,Cathtower Hill,Cathtower Hill
349340907,Perynak Laboratory,Perynak实验室
350389486,Newcroft,Newcroft
351438067,Newtower,newtower
352486645,The Convocation of Elona,Elona的召集
353535223,The Beaver and Helm Inn,海狸和掌舵旅馆
354583805,Arkhope,Arkhope
355632391,Grayhead Hall,格雷头大厅
356680973,The Greensly Farmstead,绿色农场
357729563,Old Lysyvyra's Shack,旧的溶酶体棚屋
358778144,Whitewich,怀特威奇
359826731,Shrine of Mai,麦神社
360875320,Yeomsley Orchard,YOMSLEY果园
361923920,Ruins of The Wicking Farmstead,wick
362972519,The Dead Woodchuck Inn,死去的伍德克旅馆
364021109,Kington Manor,金顿庄园
365069702,Ruins of Old Barbona's Place,老巴尔邦纳的废墟
366118281,The Greencroft Farmstead,Greencroft Farmstead
367166867,Old Vyctyvyra's Hovel,旧Vyctyvyra的小屋
368215458,Woodwing Manor,木翼庄园
369264845,Crosscroft Field,Crosscroft Field
370313433,The Rusty Ogre Lodge,生锈的食人魔小屋
371362034,The Gaerton Graveyard,盖尔顿墓地
372410617,Gallovale Moor,加洛瓦尔沼泽
373459197,Copperhouse Hall,铜馆大厅
374507813,Chesterwick Hamlet,切斯特威克·哈姆雷特（Chesterwick Hamlet）
375556398,Grimway,格林威
376604988,The Buckingsmith Plantation,Buckingsmith种植园
377653568,Shelter of Phen,现象的庇护所
378702148,Ashhart Manor,阿什哈特庄园
379750727,Eastfort,EastFort
380799306,Ruins of Gaersmith Tower,盖尔史塔塔的废墟
381847908,The Old Mooring Place,旧系泊的地方
382896492,The Laughing Pit Hostel,笑坑旅馆
383945079,Ruins of Old Lysyna's Farm,旧lysyna农场的废墟
384993669,Coppercroft Manor,Coppercroft Manor
386042252,Grimworth Hall,格里姆沃思音乐厅
387090833,Theodynak Laboratory,Theodynak实验室
388140218,The Wicksley Graveyard,威克斯利墓地
389188796,The Woodwing Graveyard,木翼墓地
390237388,The Howling Griffin Pub,how叫格里芬酒吧
391285966,Wickhart Hall,威克哈特大厅
392334544,Old Belladolda's Shack,老贝拉多达的棚屋
393383147,Divad Monument,Divad纪念碑
394431728,Holy Oracle of Kynareth,凯纳雷斯的圣甲骨
395480315,Woodfield Grange,伍德菲尔德农庄
396528894,The Woodsley Farmstead,伍德斯利农场
397577481,The Yeomsly Farmstead,Yomsly Farmstead
398626068,Old Elyvyra's Hovel,老Elyvyra的小屋
399674648,The Hold of Moorhouse,穆尔豪斯的持有
400723229,Old Barborya's Farm,旧巴伯里亚的农场
401771807,Ruins of Old Carololda's Farm,旧卡洛洛达农场的废墟
402820404,Fontwich,丰特威奇
403868984,The Devil's Dragon Hostel,魔鬼的龙旅馆
404917563,The Hawkton Farmstead,霍克顿农场
405966151,The Alabore Prison,阿拉伯监狱
407014734,Kirkleigh,柯克利
408063321,Old Carolyvyra's Place,老Carolyvyra的地方
409111910,Old Carolona's Farm,老卡罗纳的农场
410160488,Kirkworth,柯克沃思
411209072,Ripleigh,ripleigh
412257663,Ripshire,里普郡
413307037,The Tower of Hawkhart,霍克哈特塔
414355624,Chesterwark,切斯特瓦克
415404221,The Coppersly Graveyard,铜墓地
416452799,Infinite Idol of Kynareth,Kynareth的无限偶像
417501379,The Knave and Sword Pub,刀具和剑酒吧
418549958,Yeomsmith Palace,Yeomsmith宫
419598568,The Flying Griffin Pub,飞行的格里芬酒吧
420647156,Old Ysanna's Shack,老Ysanna的棚屋
421695738,Penworth Hill,彭沃思山
422744340,Old Elyzyna's Shack,老Elyzyna的棚屋
423792922,Old Barbyssa's Farm,老巴比萨的农场
424841513,Greenfield Manor,格林菲尔德庄园
425890098,Castle Vladimyth,城堡弗拉迪亚斯
426938676,The Hearthwing Tombs,壁炉旁的坟墓
427987276,The Woodsmith Farmstead,伍兹史密斯农场
429035859,Pengate,彭陀
430084449,The Dwarf and Woodchuck Inn,矮人和Woodchuck Inn
431133848,Wickham Hall,威克姆厅
432182428,Tunmoth,Tunmoth
433231027,Midbury,米德伯里
434279610,Aldingwark Wood,阿尔丁瓦克木
435328205,Coppercroft Grange,Coppercroft Grange
436376794,Buckingsmith Manor,Buckingsmith Manor
437425374,Wicksly's Guard,威克斯利的警卫
438473961,Blackidge,黑石
439522539,The Aviary of Morarock,Morarock的鸟类
440571117,Mastersly Manor,大师庄园
441619711,The Howling Bird Inn,Howling Bird Inn
442668297,Moorston Palace,莫尔斯顿宫
443716877,Kinghart's Hold,金哈特的持有
444765473,Gaerston Manor,高斯顿庄园
445814071,Blackgate,布莱克门
446862659,Greenwing Court,绿翼法院
447911246,The Greenton Farmstead,Greenton Farmstead
448960626,The Devil's Hedgehog Inn,魔鬼的刺猬旅馆
450009205,Reliquary of Sai,Sai的遗物
451057798,Skous,Skous
452106376,Evelyrrya Cultus,evelyrrya cultus
453154958,Charley,查理
454203539,THe Crypts of Yeomhouse,Yeomhouse的地下室
455252118,Charentale,Charentale
456300712,Woodsly Manor,木材庄园
457349304,Vanbridge,范布里奇
458397882,Buckingford Manor,巴金福德庄园
459446460,The Lion and Woodchuck Inn,狮子和伍德卡克旅馆
460495051,Cromwych Hill,克罗姆维奇山
461543639,The Wickston Farmstead,Wickston Farmstead
462592220,Asmeusena's Den,Asmeusena的书房
463640805,Oxwell,奥克斯威尔
464689385,Holtry Hollow,Holtry Hollow
465737963,Old Evelyrrya's Place,旧的evelyrrya的地方
466786551,Ripcester Wood,Ripcester木材
467835136,The Sashloth Web,宗派网络
468883718,Penbury Garden,彭伯里花园
469932304,Ashsmith Manor,阿什史密斯庄园
470980883,Arkbury,阿克伯里
472029462,Wickfield Grange,威克菲尔德农庄
473078055,Baelmoth,贝尔莫斯
474126637,The Moorsly Farmstead,沼地的农场
475175217,The Crimson Giant Lodge,深红色巨人小屋
476224594,Joyous Relic of Kynareth,Kynareth的欢乐遗物
477273191,The Hold of Moorston,穆尔斯顿的持有
478321803,The Mastering Farmstead,掌握农场
479370390,Tamwick,坦威克
480418971,Wailing Omen of Kynareth,Kynareth的哀号
481467561,Newmore,纽莫尔
482516140,Reybury,雷伯里
483564720,Charenborne,夏伦伯恩
484613301,Kirkley,柯克利
485661883,The Old Greensley Place,古老的格林斯利地方
486710461,Gaersly Palace,盖尔宫
487759048,Masterston Grange,Masterston Grange
488807631,Charway,查威
489856220,The Queen's Rascal Lodge,女王的Rascal Lodge
490904806,Hortale,霍尔塔尔
491953409,Ipsmont,ipsmont
493001993,Gallohope Rock,加洛霍普岩
494050572,Stokwych Field,斯托克维奇场
495099163,Greenhart Hall,格林哈特大厅
496148562,Gentle Sunrise of Kynareth,凯纳雷斯的柔和日出
497197145,Gothcester,哥特斯特
498245723,Buckinghouse Grange,Buckinghouse Grange
499294305,The Mouse and Stag Lodge,鼠标和雄鹿小屋
500342883,The Old Ashhart Shack,老阿什哈特棚屋
501391471,Silent Sunrise of Kynareth,凯纳雷斯的无声日出
502440091,Wicksly Court,Wicksly法院
503488683,The Citadel of Coppersley,哥珀利的城堡
504537273,Moorton Manor,莫尔顿庄园
505585925,Broadfort,Broadfort
506634506,Coppercroft Hall,Coppercroft Hall
507683885,Fearful Ascencion of Kynareth,可怕的Kynareth
508732478,The Kingford Crypts,金福德地下室
509781106,The Citadel of Hawksly,鹰城堡
510829688,Weeping Star of Kynareth,哭泣的Kynareth之星
511878271,Chesterbrone,切斯特布隆
512926861,Inner Altar of Kynareth,k
513975447,Vantower Court,Vantower Court
515024030,The Thirsty Gnome Inn,口渴的侏儒旅馆
516072613,Riplech,Riplech
517121192,Old Elyzabyth's Farm,旧的Elyzabyth农场
518169773,Blackford,布莱克福德
519218354,Gentle Prophet of Kynareth,凯纳斯的温柔先知
520266937,Old Morgona's Place,老莫尔戈纳的地方
521315517,Singwark,Singwark
522364096,Old Gwynyn's Place,旧格温尼的地方
523412675,Midley,米德利
524461254,Grayway,格雷威
525509846,Crosshope,交叉索
526558438,The Rusty Wolf Lodge,生锈的狼小屋
527607817,The Moorsley Farmstead,Moorsley Farmstead
528656439,Weeping Sunrise of Kynareth,哭泣的凯纳雷斯日出
529705017,Lamley Derry,兰利·德里（Lamley Derry）
530753605,Reybrone,雷克隆
531802200,Grimhope,Grimhope
532850781,Moorhouse Court,Moorhouse Court
533899363,Burning Sunrise of Kynareth,燃烧的凯纳雷斯的日出
534947955,Aldingwall,Aldingwall
535996546,The Old Coppering Place,旧铜的地方
537045128,Crossborne,杂种
538093731,Newway,新方法
539142320,The Buckington Cemetery,白金顿公墓
540190899,Gaerham Grange,Gaerham Grange
541239478,Gaerfield's Guard,Gaerfield的后卫
542288056,The Tomb of Garelaus,加雷卢斯墓
543337464,Midwick,助产士
544386059,Greensley Orchard,格林斯利果园
545434637,Uptown,住宅区
546483224,Old Lysyvyra's Place,旧的溶酶体的地方
547531804,Holwood Garden,霍尔伍德花园
548580387,The Old Yeomham Place,旧的Yeomham地方
549628976,Knightsham,骑士
550677558,Eternal Star of Kynareth,Kynareth的永恒之星
551726138,Crosscastle,跨堡
552774733,The Kingford Plantation,金福德种植园
553823312,The Tomb of Baroghoth,Baroghoth的坟墓
554871902,Old Morgyrrya's Shack,老摩根棚的棚屋
555920488,The Lair of Gondyn,冈林的巢穴
556969079,The Woodwing Farmstead,木翼农庄
558017665,Divad Monument,Divad纪念碑
559066249,Yeomsmith Orchard,Yeomsmith果园
560114829,Yeoming Court,耶世法院
561163410,Hearthcroft Hall,赫斯特克罗夫特大厅
562211989,Ashsley Manor,阿什斯利庄园
563260583,Ashston Manor,阿什斯顿庄园
564309179,Vojlodon,vojlodon
565358558,The Buckingford Farmstead,巴金福德农场
566407170,Yeten's Web,Yeten的网络
567455751,Westwick,韦斯特威克
568504357,The Fox and Sword Pub,狐狸和剑酒吧
569552936,Vanford,范福德
570601515,The Tombs of Moorhouse,摩尔豪斯的坟墓
571650120,Ruins of Old Elyvyra's Shack,旧的Elyvyra棚屋的废墟
572698711,The Masterfield Cemetery,Masterfield公墓
573747291,The Unfortunate Fawn Lodge,不幸的小鹿小屋
574795879,Coppersley Grange,Coppersley Grange
575844460,Merley,梅利
576893056,The Greensmith Farmstead,绿匠农场
577941637,Blackwych,布莱克威奇
578990217,Singwood,辛伍德
580038796,The Feather and Sword Lodge,羽毛和剑小屋
581087381,Wilderwood Rock,Wilderwood Rock
582135965,The Crypt of Lithivan,Lithivan的地下室
583185348,Tambeth,坦贝斯
584233936,Old Elyzayne's Shack,老Elyzayne的棚屋
585282531,Old Vyctanna's Shack,老vyctanna的棚屋
586331109,Greenford Hall,格林福德音乐厅
587379693,Longgate,longgate
588428275,Wooding Hall,木堂
589476872,The Gaerfield Graveyard,Gaerfield墓地
590525450,The Thirsty Rascal Lodge,口渴的Rascal Lodge
591574043,The Hearthton Farmstead,赫斯顿农场
592622622,Weeping Tree of Kynareth,哭泣的Kynareth树
593671200,The Gaerham Cemetery,盖勒姆公墓
594719785,Old Elyzorya's Hovel,老Elyzorya的小屋
595768363,The Graves of Wickham,威克汉姆的坟墓
596816947,The Lair of Uthistair,Uthistair的巢穴
597865525,The Old Woodsmith Hovel,旧的伍兹史密斯霍夫尔
598914106,Newwood Wood,纽伍德木材
599962689,Yeomhart Hall,Yeomhart Hall
601011276,Baaluchex's Den,Baaluchex的书房
602059862,The Graves of Buckingham,白金汉的坟墓
603108445,Cromfort,克罗姆舒适
604157029,The Silver Bird Pub,银鸟酒吧
605205610,Kingsly Tower,国王塔
606254198,The Black Dungeon Lodge,黑地牢小屋
607302778,Hawkhouse Hall,霍克豪斯大厅
608351377,The Sahoder Cavern,萨霍德洞穴
609400751,The Fortress of Mastersmith,大师匠的堡垒
610449333,The Copperston Crypts,Copperston地下室
611497929,Holy Relic of Kynareth,凯纳雷斯的遗物
612546525,Sasherus,Sasherus
613595112,The Citadel of Wickston,威克斯顿的城堡
614643690,Eternal Sunrise of Kynareth,Kynareth的永恒日出
615692269,The Hearthhart Burial Ground,炉膛墓地
616740858,Singing Star of Kynareth,Kynareth的唱歌之星
617789463,Gentle Tree of Kynareth,温柔的凯纳雷斯树
618838041,Sacred Tree of Kynareth,凯纳斯的神圣树
619886628,Baelcart,贝尔卡特
620935207,The Howling Skull Lodge,how叫头骨小屋
621983793,Ripmarket,Ripmarket
623032374,Old Vannorya's Shack,老瓦尼亚拉的棚屋
624080963,Wilderford,威尔德福德
625129543,Horwell,霍威尔
626178122,The Castle of Masterford,Masterford城堡
627226703,Peristair Laboratory,脊椎动物实验室
628275284,Waridge Moor,Waridge Moor
629323867,The Barrow of Stadivam,斯塔迪瓦姆的巴罗
630373287,Longford,朗福德
631421883,Old Elyzyn's Place,老Elyzyn的地方
632470465,Stokworth,斯托克沃思
633519047,The Screaming Cat Hostel,尖叫的猫宿舍
634567630,The Dirty Badger Tavern,肮脏的徽章小酒馆
635616216,Ipsbridge,ipsbridge
636664794,Infinite Omen of Kynareth,Kynareth的无限预兆
637713372,The Morgyn Coven,摩根盟
638761950,Midmarket Rock,中市场岩石
639810532,Burgmont,伯格蒙特
640859129,The Hold of Yeomston,Yeomston的持有
641907716,The Wicking Cabin,芯吸
642956295,Gothfort,gothfort
644004873,The Dead Goblin Hostel,死去的妖精旅馆
645053477,Fontville ,丰特维尔
646102069,Woodhouse Grange,伍德豪斯农庄
647150663,The Feather and Djinn Tavern,羽毛和Djinn Tavern
648199257,Inner Star of Kynareth,内星
649248639,The Feather and Cat Inn,羽毛和猫酒店
650297245,Galloford,加洛福德
651345835,Deerwick,迪尔维克
652394413,The Buckingsmith Farmstead,Buckingsmith Farmstead
653443004,The Tower of Woodwing,木翼塔
654491599,Old Lysausa's Shack,旧莉萨萨的棚屋
655540178,The Fortress of Gaerfield,盖尔菲尔德的堡垒
656588757,Hearthsly Manor,荒诞庄园
657637342,The Woodcroft Burial Ground,伍德克罗夫特墓地
658685923,Fontbrugh,fontbrugh
659734505,The Dancing Dragon Hostel,跳舞的龙旅馆
660783101,Blessed Tree of Kynareth,凯纳雷斯的祝福树
661831688,Tamcart,坦卡特
662880276,The Savage Fairy Hostel,野蛮的童话旅馆
663928854,Gaerton Manor,盖尔顿庄园
664977433,Old Lysabyth's Hovel,旧的lysabyth的小屋
666026022,Ruins of Kingsly Grange,金斯利农庄的废墟
667074613,Stokmoth Hollow,Stokmoth空心
668123197,Blessed Prophet of Kynareth,凯纳雷斯的祝福先知
669171775,The Old Moorham Hovel,老Moorham Hovel
670221161,Dunyn Laboratory,邓尼实验室
671269760,Old Vyctayne's Farm,老vyctayne的农场
672318346,Wooding Palace,木宫
673366927,Galloborne,galloborne
674415505,Edworyan Laboratory,Edworyan实验室
675464091,Ruins of Old Chrystyrrya's Farm,旧克莱斯特里亚农场的废墟
676512680,Newcester,纽维斯特
677561269,Old Ysanna's Hovel,老Ysanna的小屋
678609897,Holy Sunrise of Kynareth,Kynareth的圣日出
679658516,Wicksley Grange,威克斯利农庄
680707105,The Hawkcroft Farmstead,Hawkcroft Farmstead
681756494,The Dirty Wolf Lodge,肮脏的狼小屋
682805081,The Copperston Vaults,Copperston保险库
683853662,The Lair of Alabore,阿拉伯的巢穴
684902241,The Buckinging Cabin,摇摇欲坠的小屋
685950821,Longwark,朗瓦克（Longwark）
686999405,Upwich,Upwich
688048019,Wildertry,野外
689096625,Sacred Ascencion of Kynareth,Kynareth的神圣上升
690145206,Inner Soul of Kynareth,凯纳斯的内心灵魂
691193791,The Old Masterhart Shack,旧的Masterhart Shack
692242369,Fearful Martyr of Kynareth,可怕的kynareth的烈士
693290984,Infinite Rebirth of Kynareth,Kynareth的无限重生
694339563,Crosscart,横切
695388161,Singing Soul of Kynareth,Kynareth的唱歌灵魂
696437584,THe Crypts of Moorhart,Moorhart的地下室
697486172,The Gaersly Cemetery,盖斯利公墓
698534759,Burgtry,跑步
699583341,Kingsmith Manor,国王史密斯庄园
700631921,Gothway Hall,哥特威大厅
701680499,Grimtower Hollow,Grimtower空心
702729081,Aldcart,Aldcart
703777669,Gaerham Orchard,盖勒姆果园
704826255,The Lion and Giant Hostel,狮子和巨人旅馆
705874834,Singtower,Singtower
706923415,Hearthhart Manor,赫斯特哈特庄园
707972003,Oxwood,奥克斯伍德
709020595,The Kingsly Farmstead,国王农场
710069176,Hearthsley Grange,壁炉园
711117757,Agryn Laboratory,Agryn实验室
712166341,The Hawksley Plantation,霍克斯利种植园
713214933,The Hawkhart Farmstead,霍卡特农场
714263516,Bleeding Martyr of Kynareth,凯纳雷斯的流血烈士
715312130,Weeping Relic of Kynareth,哭泣的Kynareth遗物
716360708,Castle Wooding,城堡树木
717410110,Holham,霍勒姆
718458723,Wickford Grange,威克福德农庄
719507315,Wailing Star of Kynareth,Kynareth的哭泣之星
720555893,Yeomwing Tower,Yeomwing塔
721604483,Vanham Wood,范纳姆·伍德
722653063,The Copperhart Plantation,哥哥群人种植园
723701649,The Coppersley Farmstead,Coppersley Farmstead
724750227,Grimtower Hall,Grimtower Hall
725798806,Old Carolyrrya's Hovel,旧卡罗里亚的小屋
